Identificacao_do_veiculo,Codigo_evento,Data_de_Inicio_do_protesto,Cidade,Local,Base_social,Base_social_2,Alvo_protesto,Ocupação/Atividade,Objetivo_1,Objetivo_2,Ambito_do_Protesto,Capilaridade,Unidade_Capilaridade,N_Part,Data_termino_do_protesto,Org,Org_2,Org_3,Tipo_Protesto,Confronto_entre_manifestantes,Depredacao,Presenca_policia,Repressao_policial,Detidos,Feridos,Mortos
20120617FSPC07_1,20120526NMEN01,2012-05-26,Porto Alegre,Porto_Alegre,Não Mencionada,,Sociedade,,Protestar_pela_liberacao_da_maconha,,Local,1,Capitais,99,2012-05-26,Marcha da Maconha,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120618FSPC01_1,20120617NMEN01,2012-06-17,Rio de Janeiro,Ipanema,Não Mencionada,,Governos Internacionais/Agências Multilaterais,,Protestar_contra_a_vinda_do_presidente_do_ira,Protestar_para_que_a-dilma_nao_o_receba,Nacional,2,Capitais,2000,2012-06-17,Habonim Dror,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120618FSPC01_1,20120617NMEN01,2012-06-17,São Paulo,Higienopolis,Não Mencionada,,Governos Internacionais/Agências Multilaterais,,Protestar_contra_a_vinda_do_presidente_do_ira,Protestar_para_que_a-dilma_nao_o_receba,Nacional,2,Capitais,2000,2012-06-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120618FSPC01_2,20120617NMEN02,2012-06-17,Rio de Janeiro,Copacabana,Não Mencionada,,Sociedade,,Protestar_para_que_o_dinhero_gasto_com_petroleo_va_para_energia_limpa,,Local,1,Capitais,99,2012-06-17,,,,Escracho,NM,NM,NM,NM,NM,NM,NM
20120618FSPC07_1,20120617IDEN01,2012-06-17,São Paulo,Centro,Mulheres,,Sociedade,,Protestar_em_defesa_do_parto_em_casa,,Local,1,Capitais,1750,2012-06-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120619FSPC08_1,20120323BSHT01,2012-03-23,São Paulo,Avenida_Paulista,Estudante,,Reitoria/Direção de Escola,,Protestar_contra_a_falta_de_estrutura,,Local,1,Instituição,275,,Partido Socialismo e Liberdade,Partido Socialista Dos Trabalhadores Unificados,,Paralisação,NM,NM,Sim,NM,NM,NM,NM
20120619FSPC09_1,20120618IDEN01,2012-06-18,Rio de Janeiro,Aterro_do_flamengo,Mulheres,,Outros Grupos da Sociedade,,Protestar_contra_a_exploracao_do_corpo_feminino,,Local,1,Capitais,99,2012-06-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120619FSPC09_2,20120618POLI01,2012-06-18,Rio de Janeiro,Rio_de_Janeiro,Ambientalistas,,Gov. Federal,,Protestar_em_defesa_das_florestas,Protestar_contra_o_BNDES,Local,1,Capitais,301,2012-06-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120619FSPC09_3,20120618TERR02,2012-06-18,Rio de Janeiro,Rio de Janeiro,Mulheres,Sem Teto,Outros Grupos da Sociedade,,protestar_contra_o_capitalismo,Protestar_contra_o_BNDES,Local,1,Capitais,99,2012-06-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120619FSPC09_4,20120618TERR01,2012-06-18,Rio de Janeiro,Rio de Janeiro,Indígenas,,Gov. Federal,,Protestar_por_demarcacao_de_terras,Protestar_contra_o_BNDES,Local,1,Capitais,99,2012-06-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120620FSPC05_1,20120619OCUP01,2012-06-19,São Paulo,prefeitura,Trabalhadores,,Gov. Municipal,Autônomo/Conta Própria,Nada_consta,,Local,1,Capitais,99,,,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20120620FSPC08_1,20120619IDEN01,2012-06-19,Rio de Janeiro,Rio de Janeiro,Mulheres,,Outros Grupos da Sociedade,,Protestar_por_direitos_reprodutivos,,Local,1,Capitais,99,2012-06-19,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120621FSPC10_1,20120620BSHT01,2012-06-20,Rio de Janeiro,Avenida_rio_branco,Ambientalistas,Sem Terra,Gov. Federal,,Protestar_contra_a_economia_verde,_protestar_em_defesa_dos_bens_comuns_e_direitos_dos_povos,Local,1,Capitais,33750,2012-06-20,Cúpula dos Povos,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120622FSPA08_1,20120621OCUP01,2012-06-21,São Paulo,TRE,Trabalhadores,,Judiciário,Administração Pública,Nada_consta,,Nacional,20,Capitais,99,2012-06-21,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120622FSPA11_1,20120621TERR02,2012-06-21,Eldorado dos Carajás,Fazenda_cedro,Sem Terra,,Outros Grupos da Sociedade,,Protestar_contra_empresa_opportunity,,Local,1,Cidades,500,2012-06-21,,,,Passeata/Marcha/Ato,Sim,NM,NM,NM,NM,Sim,NM
20120622FSPB03_1,20120617OCUP01,2012-06-17,BR,BR,Trabalhadores,,Gov. Federal,Administração Pública,Reajuste_salarial,,Nacional,99,Estados,99,,Sindicato Nacional dos Auditores Fiscais da Receita Federal do Brasil,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120622FSPC11_1,20120618IDEN01,2012-06-18,Rio de Janeiro,Centro,Mulheres,,Outros Grupos da Sociedade,,Protestar_contra_a_exploracao_do_corpo_feminino,,Local,1,Capitais,99,2012-06-18,Tambores de Safo,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120622FSPC11_2,20120621TERR01,2012-06-21,Rio de Janeiro,pier_maua,Sem Terra,,Sociedade,,Protestar_contra_o_agronegocio,,Local,1,Capitais,200,2012-06-21,Via Campesina,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120623FSPA16_1,20120622TERR01,2012-06-22,Eldorado dos Carajás,Fazenda,Sem Terra,,Outros Grupos da Sociedade,,Nada_consta,,Local,1,Cidades,99,,Movimento dos Trabalhadores Rurais Sem Terra,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20120625FSPC04_1,20120624IDEN01,2012-06-24,Uberlândia,Uberlândia,Estudante,,Gov. Estadual,,Protestar_contra_cancelamento_de_vestibular,,Local,1,Cidades,99,2012-06-24,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120629FSPA15_1,20120628OCUP01,2012-06-28,São Paulo,TRE,Trabalhadores,,Gov. Municipal,Administração Pública,Reajuste_salarial,,Local,1,Capitais,300,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120629FSPC04_1,20120620OCUP01,2012-06-20,Maceió,Maceió,Trabalhadores,,Gov. Estadual,Saúde,Nada_consta,,Local,1,Capitais,99,,Sindicato dos Médicos de Alagoas,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120629FSPC07_1,20120517BSHT01,2012-05-17,São Paulo,Avenida_Paulista,Trabalhadores,Estudante,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,Sindicato Nacional dos Docentes das Instituições de Ensino Superior,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120630FSPA08_1,20120629BSHT01,2012-06-29,São Paulo,Avenida_Paulista,Trabalhadores,,Gov. Estadual,Diversificado,Protestar_contra_governo_de_alckmin,protestar_contra_transporte_publico,Local,1,Capitais,2000,2012-06-29,Central Única dos Trabalhadores,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120702FSPC01_1,20120517BSHT01,2012-05-17,São Paulo,Avenida_Paulista,Trabalhadores,Estudante,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120704FSPA07_1,20120703OCUP01,2012-07-03,Brasília,Brasília,Trabalhadores,,Legislativo,Não Identificado,Protestar_para_o_congresso_acabar_com_o_fator_previdenciario,,Local,1,Capitais,99,2012-07-03,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120705FSPA05_1,20120621OCUP01,2012-06-21,GO,GO,Trabalhadores,,Judiciário,Administração Pública,Nada_consta,,Nacional,20,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120705FSPA05_1,20120621OCUP01,2012-06-21,MS,MS,Trabalhadores,,Judiciário,Administração Pública,Nada_consta,,Nacional,20,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120705FSPA05_1,20120621OCUP01,2012-06-21,MT,MT,Trabalhadores,,Judiciário,Administração Pública,Nada_consta,,Nacional,20,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120705FSPA05_1,20120621OCUP01,2012-06-21,São Paulo,Sao_Paulo,Trabalhadores,,Judiciário,Administração Pública,Nada_consta,,Nacional,20,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120705FSPB03_1,20120618OCUP01,2012-06-18,São Paulo,Sao_Paulo,Trabalhadores,,Gov. Federal,Administração Pública,reajuste_salarial,fim_dos_temporarios; realizacao_de_concursos,Nacional,5,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120706FSPA04_1,20120705NMEN01,2012-07-05,São Bernardo do Campo,Sao_Bernardo_do_Campo,Não Mencionada,,Sociedade,,Verbas_para_a_educacao,,Local,1,Cidades,99,2012-07-05,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120707FSPC08_1,20120706NMEN01,2012-07-06,São Paulo,Sao_Paulo,Religiosos,Ativistas de Direitos Humanos,Gov. Municipal,,Protestar_contra_a_administracao_de_kassab,,Local,1,Capitais,99,2012-07-06,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120707FSPC08_2,20120706IDEN01,2012-07-06,São Paulo,Praca_da_se,Religiosos,,Gov. Municipal,,Protestar_contra_veto_ao_sopao,,Local,1,Capitais,400,2012-07-06,Convocado pela Internet,Pastoral do Povo de Rua,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120712FSPA08_1,20120711OCUP01,2012-07-11,Osasco,Osasco,Trabalhadores,,Patronato,Comércio e Serviço,Protestar_por_pagamento_de_salario,,Local,1,Capitais,99,2012-07-11,Sindicato dos Trabalhadores em Empresas de Radiodifusão e Tv no Estado de São Paulo,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20120713FSPA06_1,20120711OCUP01,2012-07-11,Osasco,Osasco,Trabalhadores,,Patronato,Comércio e Serviço,Protestar_por_pagamento_de_salario,,Local,1,Capitais,99,2012-07-11,,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20120714FSPC04_1,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,Sindicato Nacional dos Docentes das Instituições de Ensino Superior,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120715FSPA09_1,20120714IDEN01,2012-07-14,São Paulo,Sao_Paulo,Religiosos,,Outros Grupos da Sociedade,,marcha_para_jesus,comemorar_o_aumento_de_fieis,Local,1,Capitais,3000000,2012-07-15,Marcha Para Jesus,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120716FSPA08_1,20120714IDEN01,2012-07-14,São Paulo,Sao_Paulo,Religiosos,,Outros Grupos da Sociedade,,marcha_para_jesus,comemorar_o_aumento_de_fieis,Local,1,Capitais,335000,2012-07-15,Marcha Para Jesus,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120716FSPC05_1,20120715TERR01,2012-07-15,São Paulo,centro,Moradores,,Gov. Municipal,,Protestar_contra_mudanca_na_feira_roosevelt,,Local,1,Capitais,45,2012-07-15,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120717FSPB03_1,20120716OCUP02,2012-07-16,São José dos Campos,GM,Trabalhadores,,Patronato,Indústria,Protestar_contra_encerramento_de_linha_de_producao,,Local,1,Cidades,99,2012-07-16,,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20120717FSPC04_1,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,Sindicato Nacional dos Docentes das Instituições de Ensino Superior,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120718FSPA10_1,20120717OCUP01,2012-07-17,Brasília,Planalto,Trabalhadores,,Gov. Federal,Administração Pública,reajuste_salarial,,Local,1,Capitais,99,2012-07-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120719FSPA05_1,20120517BSHT01,2012-05-17,Brasília,Esplanada_dos_ministerios,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,,,,Greve de Categoria,NM,Sim,Sim,Sim,NM,NM,NM
20120719FSPA08_1,20120718POLI01,2012-07-18,São Paulo,Sao_Paulo,Militantes de Partidos,,Gov. Municipal,,Protestar_contra_haddad,,Local,1,Capitais,2,2012-07-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120720FSPA10_1,20120718POLI01,2012-07-18,São Paulo,Sao_Paulo,Militantes de Partidos,,Gov. Municipal,,Protestar_contra_haddad,,Local,1,Capitais,99,2012-07-18,Partido da Social Democracia Brasileira,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120720FSPB04_1,20120716OCUP01,2012-07-16,Paranaguá,anvisa,Trabalhadores,,Gov. Federal,Administração Pública,equiparar_carreira_a_outras,unificar_gratificacaoes,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120720FSPC08_1,20120517BSHT01,2012-05-17,São Carlos,UFSCAR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,Associação dos Docentes da UFSCAR,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120721FSPC03_1,20120720IDEN01,2012-07-20,Santos,Santos,Parentes/Familiares,,Gov. Municipal,,protestar_cobrando_punicao_para_caso_de_morte,,Local,1,Cidades,99,2012-07-20,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120724FSPC08_1,20120517BSHT01,2012-05-17,Brasília,Brasilia,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120725FSPA08_1,20120724TERR01,2012-07-24,Belo Monte,Usina,Indígenas,,Gov. Federal,,protestar_para_reduzir_ou-compensar_os_impactos_causados_pela_usina,,Local,1,Cidades,50,,,,,Outros,NM,NM,NM,NM,NM,NM,NM
20120725FSPA08_2,20120615TERR01,2012-06-15,Belo Monte,usina,Indígenas,,Gov. Federal,,protestar_para_reduzir_ou-compensar_os_impactos_causados_pela_usina,,Local,1,Cidades,99,,,,,Ocupação de Terra,NM,NM,NM,NM,NM,NM,NM
20120725FSPC03_1,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120726FSPA06_1,20120725OCUP01,2012-07-25,Goiania,Goiania,Trabalhadores,,Outros Grupos da Sociedade,Administração Pública,para_que_a_cpmi_do_cachoeira_nao_termine_em_pizza,,Local,1,Capitais,99,2012-07-25,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120726FSPB03_1,20120716OCUP01,2012-07-16,Santos,Santos,Trabalhadores,,Gov. Federal,Administração Pública,equiparar_carreira_a_outras,unificar_gratificacaoes,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120727FSPB04_1,20120618OCUP01,2012-06-18,BR,IBGE,Trabalhadores,,Gov. Federal,Administração Pública,reajuste_salarial,fim_dos_temporarios; realizacao_de_concursos,Nacional,5,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120727FSPC05_1,20120726NMEN01,2012-07-26,São Paulo,Shopping_frei_caneca,Trabalhadores,,Gov. Municipal,Comércio e Serviço,Protestar_contra_a_interdição_do_local,,Local,1,Capitais,99,2012-07-26,União Geral dos Trabalhadores,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120728FSPA11_1,20120727OCUP01,2012-07-27,Rio de Janeiro,rio_dE_janeiro,Trabalhadores,,Sociedade,Administração Pública,protestam_por_maior_transparencia,,Local,1,Capitais,99,2012-07-27,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120728FSPB07_1,20120618OCUP01,2012-06-18,BR,IBGE,Trabalhadores,,Gov. Federal,Administração Pública,reajuste_salarial,fim_dos_temporarios; realizacao_de_concursos,Nacional,5,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120728FSPB07_2,20120725OCUP02,2012-07-25,Itajaí,Itajaí,Trabalhadores,,Gov. Federal,Transporte,protestar_contra_mudancas_feitas_pela_ANTT,,Nacional,3,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120728FSPB07_2,20120725OCUP02,2012-07-25,MG,MG,Trabalhadores,,Gov. Federal,Transporte,protestar_contra_mudancas_feitas_pela_ANTT,,Nacional,3,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120728FSPB07_2,20120725OCUP02,2012-07-25,SC,SC,Trabalhadores,,Gov. Federal,Transporte,protestar_contra_mudancas_feitas_pela_ANTT,,Nacional,3,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120729FSPA17_1,20120728IDEN01,2012-07-28,São Paulo,Sao_Paulo,Parentes/Familiares,,Judiciário,,Protestar_por_punicao_a_motorista,,Local,1,Capitais,99,2012-07-28,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120730FSPA04_1,20120729NMEN01,2012-07-29,Rio de Janeiro,Rio_de_Janeiro,Não Mencionada,,Judiciário,,Protestar_a_favor_do_julgamento_do_mensalao,,Local,1,Capitais,99,2012-07-29,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120730FSPC06_1,20120729IDEN01,2012-07-29,São Paulo,MASP,Mulheres,,Outros Grupos da Sociedade,,defesa_do_corpo_feminino,,Local,1,Capitais,2,2012-07-29,Femen Brasil,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120730FSPC06_2,20120729IDEN02,2012-07-29,São Paulo,Ibirapuera,Parentes/Familiares,,Outros Grupos da Sociedade,,Protestar contra morte de empresário pela PM,,Local,1,Capitais,99,2012-07-29,Quero Mais Quero Paz,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120731FSPB03_1,20120725OCUP02,2012-07-25,SP,Dutra,Trabalhadores,,Gov. Federal,Transporte,protestar_contra_mudancas_feitas_pela_ANTT,,Nacional,3,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120731FSPC04_1,20120730NMEN01,2012-07-30,São Paulo,Shopping_pirituba,Não Mencionada,,Gov. Municipal,,Protestar_contra_o_fechamento_do_shopping,,Local,1,Capitais,99,2012-07-30,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120731FSPC05_1,20120730OCUP01,2012-07-30,BR,BR,Trabalhadores,,Gov. Federal,Administração Pública,Reajuste_salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120801FSPA08_1,20120725OCUP02,2012-07-25,BR,BR,Trabalhadores,,Gov. Federal,Transporte,protestar_contra_mudancas_feitas_pela_ANTT,,Nacional,3,Estados,99,2012-07-31,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120801FSPC10_1,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,Sindicato Nacional dos Docentes das Instituições de Ensino Superior,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120802FSPA08_1,20120801NMEN01,2012-08-01,São Paulo,Masp,Não Mencionada,,Sociedade,,Protestar_contra_a_corrupcao,,Local,1,Capitais,99,2012-08-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120802FSPB08_1,20120801OCUP01,2012-08-01,Rio de Janeiro,Petrobras,Trabalhadores,,Outros Grupos da Sociedade,Autônomo/Conta Própria,Protestar-contra_atuacao_da_petrobras_nas_baias_de_guanabara_e_sepetiba,,Local,1,Capitais,99,2012-08-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120802FSPC03_1,20120726OCUP01,2012-07-26,São Paulo,Sao_Paulo,Trabalhadores,,Personalidades/Indivíduos Públicos,Forças de segurança e familiares,Protestar_pela_saida_de_daiello,,Local,1,Capitais,99,2012-07-26,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120802FSPC08_1,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120803FSPA10_1,20120802NMEN01,2012-08-02,Brasília,STF,Não Mencionada,,Judiciário,,Protestar-contra_mensalao,,Local,1,Capitais,99,2012-08-02,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120803FSPC05_1,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,Sindicato Nacional dos Docentes das Instituições de Ensino Superior,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120803FSPC08_1,20120802OCUP01,2012-08-02,São Paulo,Avenida-Paulista,Trabalhadores,,Gov. Estadual,Autônomo/Conta Própria,Protestar_contra_nova_regulamentacao_para_os_motoboys,,Local,1,Capitais,150,2012-08-02,Sindicato Estadual dos Motoboys,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20120804FSPA08_1,20120803OCUP01,2012-08-03,Brasília,STF,Não Mencionada,,Personalidades/Indivíduos Públicos,,Protestar-contra_acusados_no_processo_do_mensalao,,Local,1,Capitais,10,,Movimento Sindical contra Corrupção,,,Escracho,NM,NM,NM,NM,NM,NM,NM
20120804FSPB07_1,20120716OCUP01,2012-07-16,BR,Anvisa,Trabalhadores,,Gov. Federal,Administração Pública,equiparar_carreira_a_outras,unificar_gratificacaoes,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120807FSPC07_1,20120806OCUP01,2012-08-06,Rio de Janeiro,fiocruz,Trabalhadores,,Gov. Federal,Saúde,REAJUSTE_SALARIAL,Incorporacao_de_gratificacoes,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120807FSPC09_1,20120806IDEN01,2012-08-06,São Paulo,Sao_Paulo,Estudante,,Reitoria/Direção de Escola,,Protestar_contra_reprovacao_coletiva,,Local,1,Capitais,30,2012-08-06,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120807FSPC09_2,20120517BSHT01,2012-05-17,BR,BR,Trabalhadores,,Gov. Federal,Educação,Protestar_por_plano_de_carreira_e_salario,melhorias_nas_instituicoes,Nacional,5,Estados,10000,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120808FSPC03_1,20120807OCUP01,2012-08-07,BR,BR,Trabalhadores,,Gov. Federal,Forças de segurança e familiares,Reajuste-salarial,"Reestruturacao_de_carreira, substituicao_do_diretor_geral_da_pf",Nacional,23,Estados,99,,Federação Nacional dos Policiais Federais,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120809FSPA14_1,20120808OCUP03,2012-08-08,São Paulo,Sao_Paulo,Trabalhadores,,Gov. Estadual,Forças de segurança e familiares,reivindicam_mudancas_no_plano_de_cargos_e_salarios,,Estadual,1,Capitais,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120809FSPB04_1,20120808OCUP02,2012-08-08,PE,Refinaria_abreu_e_lima,Trabalhadores,,Gov. Federal,Indústria,reajuste_salarial,,Local,1,Cidades,99,,,,,Passeata/Marcha/Ato,NM,Sim,Sim,NM,NM,NM,NM
20120809FSPC01_1,20120807OCUP01,2012-08-07,BR,BR,Trabalhadores,,Gov. Federal,Forças de segurança e familiares,Reajuste-salarial,"Reestruturacao_de_carreira, substituicao_do_diretor_geral_da_pf",Nacional,23,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120810FSPC01_1,20120808OCUP01,2012-08-08,São Paulo,Sao_Paulo,Trabalhadores,,Gov. Municipal,Saúde,Protestar_por_mais_verbas_para_a_saude,,Local,1,Capitais,99,,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20120811FSPB11_1,20120730OCUP02,2012-08-10,SP,Interior,Empregadores,,Sem dado,,Nada_consta,,Local,1,Cidades,99,2012-07-30,,,,Outros,NM,NM,NM,NM,NM,NM,NM
20120811FSPC01_1,20120807OCUP03,2012-08-07,MG,MG,Trabalhadores,,Gov. Federal,Administração Pública,Reajuste-salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120811FSPC07_1,20120810OCUP01,2012-08-10,São Paulo,Sao_Paulo,Trabalhadores,,Gov. Municipal,Administração Pública,reajuste_salarial,,Local,1,Capitais,1500,2012-08-10,Sindicato dos Agentes de Trânsito de São Paulo,,,Paralisação,NM,NM,NM,NM,NM,NM,NM
20120813FSPC06_1,20120807OCUP02,2012-08-07,MG,aeroporto_Confins,Trabalhadores,,Gov. Federal,Transporte,Reajuste-salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120814FSPC05_1,20120807OCUP01,2012-08-07,BR,policias_federais,Trabalhadores,,Gov. Federal,Forças de segurança e familiares,Reajuste-salarial,"Reestruturacao_de_carreira, substituicao_do_diretor_geral_da_pf",Nacional,23,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120814FSPC05_1,20120807OCUP01,2012-08-07,São Paulo,Lapa,Trabalhadores,,Gov. Federal,Forças de segurança e familiares,Reajuste-salarial,"Reestruturacao_de_carreira, substituicao_do_diretor_geral_da_pf",Nacional,23,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120814FSPC05_2,20120807OCUP03,2012-08-07,BR,servicos_federais,Trabalhadores,,Gov. Federal,Administração Pública,Reajuste_salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
20120814FSPC05_3,20120813OCUP01,2012-08-13,BR,institutos_e_universidades_federais,Trabalhadores,,Gov. Federal,Educação,Reajuste_salarial,,Nacional,99,Estados,99,,,,,Greve de Categoria,NM,NM,NM,NM,NM,NM,NM
