Identificacao_do_veiculo,Codigo_evento,Data_de_Inicio_do_protesto,Cidade,Local,Base_social,Base_social_2,Alvo_protesto,Ocupação/Atividade,Objetivo_1,Objetivo_2,Ambito_do_Protesto,Capilaridade,Unidade_Capilaridade,N_Part,Data_termino_do_protesto,Org,Org_2,Org_3,Tipo_Protesto,Confronto_entre_manifestantes,Depredacao,Presenca_policia,Repressao_policial,Detidos,Feridos,Mortos
20160319FSPA06_1,20160318NMEN01,2016-03-18,São Paulo,Avenida Paulista,Não Mencionada,,Personalidades/Indivíduos Públicos,,Apoiar_Lula,,Nacional,27,Capitais,95000,2016-03-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160319FSPA06_1,20160318NMEN01,2016-03-18,Teresina,Teresina,Não Mencionada,,Personalidades/Indivíduos Públicos,,Apoiar_Lula,,Nacional,27,Capitais,95000,2016-03-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160319FSPA06_1,20160318NMEN01,2016-03-18,Vitória,Vitória,Não Mencionada,,Personalidades/Indivíduos Públicos,,Apoiar_Lula,,Nacional,27,Capitais,95000,2016-03-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160319FSPB08_1,20160318TERR01,2016-03-18,São Vicente,São Vicente,Moradores,,Outros Grupos da Sociedade,,Contra_a_violencia_na_regiao,,Local,1,Cidades,99,2016-03-18,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160320FSPA08_1,20160319NMEN01,2016-03-19,São Paulo,Avenida Paulista,Não Mencionada,,Gov. Federal,,Defender_impeachment_da_presidente_Dilma,,Local,1,Capitais,200,2016-03-19,Movimento Brasil Livre,Movimento Vem Pra Rua,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20160322FSPA09_1,20160321IDEN01,2016-03-21,São Paulo,PUC,Estudante,,Legislativo,,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,100,2016-03-21,,,,Passeata/Marcha/Ato,Sim,NM,Sim,Sim,NM,Sim,NM
20160323FSPA06_1,20160322IDEN01,2016-03-22,Curitiba,UFPR,Estudante,,Personalidades/Indivíduos Públicos,,Apoiar_Lula,,Local,1,Cidades,950,2016-03-22,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160323FSPA06_2,20160321IDEN02,2016-03-21,São Paulo,Perdizes,Estudante,,Polícia/Guarda,,Contra_a_atuacao_da_pm,,Local,1,Bairros,300,2016-03-21,,,,Passeata/Marcha/Ato,NM,NM,Sim,Sim,NM,NM,NM
20160323FSPA06_3,20160322OCUP02,2016-03-22,Rio de Janeiro,Rio de Janeiro,Trabalhadores,,Gov. Federal,Autônomo/Conta Própria,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,99,2016-03-22,,,,Vários,NM,NM,NM,NM,NM,NM,NM
20160323FSPB04_1,20160322IDEN02,2016-03-22,São Paulo,Zona Oeste,Estudante,,Gov. Estadual,,Protestam_contra_salas_fechadas_e_mafia_da_merenda,,Local,1,Capitais,99,2016-03-22,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160325FSPA06_1,20160324TERR01,2016-03-24,São Paulo,São Paulo,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,30000,2016-03-24,Movimento dos Trabalhadores Sem Teto,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160328FSPA04_1,20160327NMEN01,2016-03-27,São Paulo,Avenida Paulista,Não Mencionada,,Gov. Federal,,Defender_impeachment_da_presidente_Dilma,,Local,1,Capitais,99,2016-03-27,Nas Ruas,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160328FSPA04_2,20160322NMEN02,2016-03-22,Porto Alegre,Residencia de Teori,Não Mencionada,,Judiciário,,contra_a_decisao_de_teori,,Local,1,Bairros,99,2016-03-22,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160328FSPA04_3,20160326NMEN03,2016-03-26,Bento Gonçalves,Bento Gonçalves,Não Mencionada,,Gov. Federal,,Contra_o_governo_federal,,Local,1,Cidades,15,2016-03-26,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160331FSPA07_1,20160330BSHT01,2016-03-30,Brasília,Palácio do Planalto,Sem Terra,Sem Teto,Gov. Federal,,Permanencia_da_presidente,,Local,1,Cidades,99,2016-03-30,Movimento dos Trabalhadores Rurais Sem Terra,Movimento dos Trabalhadores Sem Teto,União dos Movimentos de Moradia de São Paulo,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Aracaju,Aracaju,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Belém,Belém,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Belo Horizonte,Belo Horizonte,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Boa Vista,Boa Vista,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Brasília,Brasília,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Campo Grande,Campo Grande,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Cuiabá,Cuiabá,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Curitiba,Curitiba,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Florianópolis,Florianópolis,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Fortaleza,Fortaleza,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Goiânia,Goiânia,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,João Pessoa,João Pessoa,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Macapá,Macapá,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Maceió,Maceió,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Manaus,Manaus,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Natal,Natal,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Palmas,Palmas,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Porto Alegre,Porto Alegre,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Porto Velho,Porto Velho,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Recife,Recife,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Rio Branco,Rio Branco,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Rio de Janeiro,Rio de Janeiro,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Salvador,Salvador,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,São Luís,São Luís,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,São Paulo,São Paulo,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Teresina,Teresina,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160401FSPA04_1,20160331NMEN01,2016-03-31,Vitória,Vitória,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,27,Capitais,448000,2016-03-31,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160402FSPA12_2,20160401NMEN01,2016-04-01,São Paulo,MASP,Não Mencionada,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,99,2016-04-01,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160402FSPB06_1,20160401OCUP01,2016-04-01,Rio de Janeiro,Rio de Janeiro,Trabalhadores,,Gov. Municipal,Autônomo/Conta Própria,Contra_Uber,,Local,1,Capitais,99,2016-04-01,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160403FSPA07_1,20160402NMEN01,2016-04-02,Fortaleza,Fortaleza,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,99,2016-04-02,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160404FSPA04_1,20160402NMEN01,2016-04-02,Fortaleza,Fortaleza,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,99,2016-04-02,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160404FSPA06_1,20160403NMEN01,2016-04-03,São Paulo,Avenida Paulista,Não Mencionada,,Legislativo,,Expor_deputados_contrarios_ao_impeachment,,Local,1,Capitais,99,,Movimento Vem Pra Rua,,,Escracho,NM,NM,NM,NM,NM,NM,NM
20160408FSPA07_1,20160407IDEN01,2016-04-07,Brasília,Planalto,Mulheres,,Gov. Federal,,Defesa_da_democracia,,Local,1,Capitais,99,2016-04-07,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160408FSPA08_1,20160404OCUP01,2016-04-04,São Paulo,Sindicato dos Metalurgicos,Trabalhadores,,Legislativo,Indústria,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,99,2016-04-04,Sindicato dos Metalúrgicos de São Paulo,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160412FSPA20_1,20160322NMEN01,2016-03-22,São Paulo,São Paulo,Não Mencionada,,Gov. Federal,,Protestam_contra_limite_na_web_fixa,,Local,1,Capitais,209000,,Movimento Internet sem Limites,,,Protesto online,NM,NM,NM,NM,NM,NM,NM
20160413FSPA07_1,20160412NMEN01,2016-04-12,São Paulo,FIESP,Não Mencionada,,Gov. Federal,,Defender_impeachment_da_presidente_Dilma,,Local,1,Capitais,99,2016-04-12,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160414FSPB05_1,20160410BSHT01,2016-04-10,Rio de Janeiro,Escolas estaduais,Estudante,Trabalhadores,Gov. Estadual,Educação,Fim_do_saerj,melhores_condicoes_de_aula_alem_de_apoio_a_greve_dos_professores,Estadual,31,Ocupações,99,,,,,Ocupação de Órgão Público,NM,NM,NM,NM,NM,NM,NM
20160415FSPA13_1,20160316NMEN01,2016-03-16,São Paulo,FIESP,Não Mencionada,,Gov. Federal,,Defender_impeachment_da_presidente_Dilma,Contra_a_nomeacao_do_ex_presidente_lula_na_casa_civil,Nacional,16,Capitais,15000,,,,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20160415FSPA13_2,20160316BSHT01,2016-03-16,São Paulo,Largo_Batata,Trabalhadores,Sem Teto,Gov. Federal,Indústria,contra_impeachment,a_favor_democracia,Local,1,Capitais,50,,Sindicato dos Metalúrgicos de São Paulo,Movimento dos Trabalhadores Sem Teto,,Ocupação de Espaço Público,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,AL,AL,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,DF,DF,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,MG,MG,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,MS,MS,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,MT,MT,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,PA,PA,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,PB,PB,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,PE,PE,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,PI,PI,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,PR,PR,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,Rio de Janeiro,Firjan,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,Frente Brasil Popular,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,RJ,RJ,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,São Paulo,São Paulo,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,Movimento dos Trabalhadores Rurais Sem Terra,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,SC,SC,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,SE,SE,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160416FSPA14_1,20160415NMEN01,2016-04-15,SP,SP,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Nacional,16,Estados,99,2016-04-15,,,,Bloqueio de Estradas/Piquete,NM,NM,NM,NM,NM,NM,NM
20160417FSPA19_1,20160416NMEN01,2016-04-16,Brasília,Brasilia,Não Mencionada,,Gov. Federal,,Defender_impeachment_da_presidente_Dilma,,Local,1,Capitais,99,2016-04-16,,,,Passeata/Marcha/Ato,Sim,NM,NM,NM,NM,Sim,NM
20160418FSPA09_1,20160417NMEN01,2016-04-17,Brasília,Esplanada dos Ministerios,Não Mencionada,,Gov. Federal,,Comemorar_impeachment_da_presidente,,Local,1,Capitais,99,2016-04-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA21_1,20160417BSHT01,2016-04-17,Rio de Janeiro,Rio de Janeiro,Trabalhadores,Sem Teto,Gov. Federal,Não Identificado,Apoiar_presidente_Dilma,,Local,1,Capitais,99,2016-04-17,Frente Brasil Popular,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA21_1,20160417BSHT01,2016-04-17,São Paulo,Anhangabau,Trabalhadores,Sem Teto,Gov. Federal,Não Identificado,Apoiar_presidente_Dilma,,Local,1,Capitais,99,2016-04-17,Central Única dos Trabalhadores,Movimento dos Trabalhadores Sem Teto,Frente Povo sem Medo,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA21_1,20160417BSHT01,2016-04-17,São Paulo,Avenida Paulista,Trabalhadores,Sem Teto,Gov. Federal,Não Identificado,Apoiar_presidente_Dilma,,Local,1,Capitais,99,2016-04-17,Central Única dos Trabalhadores,Movimento dos Trabalhadores Sem Teto,Frente Povo sem Medo,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA25_1,20160417NMEN02,2016-04-17,Belo Horizonte,Belo Horizonte,Não Mencionada,,Gov. Federal,,Contra_impeachment,,Nacional,3,Capitais,42000,2016-04-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA25_1,20160417NMEN02,2016-04-17,Brasilia,Esplanada dos Ministerios,Não Mencionada,,Gov. Federal,,Contra_impeachment,,Nacional,3,Capitais,42000,2016-04-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA25_1,20160417NMEN02,2016-04-17,São Paulo,Anhangabau,Não Mencionada,,Gov. Federal,,Contra_impeachment,,Nacional,3,Capitais,42000,2016-04-17,Movimento dos Trabalhadores Sem Teto,Frente Brasil Popular,Frente Povo sem Medo,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA26_1,20160417NMEN03,2016-04-17,Rio de Janeiro,Copacabana,Não Mencionada,,Gov. Federal,,A_favor_impeachment,,Local,1,Capitais,99,2016-04-17,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA26_2,20160417NMEN02,2016-04-17,Rio de Janeiro,Arcos_lapa,Não Mencionada,,Gov. Federal,,Contra_impeachment,,Nacional,3,Capitais,99,2016-04-17,Frente Brasil Popular,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160418FSPA26_2,20160417NMEN02,2016-04-17,Rio de Janeiro,Copacabana,Não Mencionada,,Gov. Federal,,Contra_impeachment,,Nacional,3,Capitais,99,2016-04-17,Frente Brasil Popular,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160420FSPA01_1,20160419IDEN01,2016-04-19,Brasília,Palacio do Planalto,Mulheres,,Gov. Federal,,Apoiar_presidente_Dilma,,Local,1,Capitais,99,2016-04-19,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160421FSPA01_1,20160420IDEN01,2016-04-20,São Paulo,Avenida Paulista,Estudante,,Gov. Estadual,,Contra_fraude_em_merenda_escolar,,Local,1,Capitais,99,2016-04-20,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160422FSPA04_1,20160421NMEN01,2016-04-21,São Paulo,Casa de Temer,Não Mencionada,,Personalidades/Indivíduos Públicos,,Contra_Temer,,Local,1,Capitais,40,2016-04-21,Levante Popular da Juventude,,,Escracho,NM,NM,NM,NM,NM,NM,NM
20160422FSPA05_1,20160421NMEN02,2016-04-21,São Paulo,Avenida Paulista,Não Mencionada,,Legislativo,,Contra_impeachment_presidente_Dilma,,Local,1,Capitais,99,2016-04-21,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160428FSPB08_1,20160427OCUP01,2016-04-27,São Paulo,Camara de SP,Trabalhadores,,Gov. Municipal,Autônomo/Conta Própria,Contra_Uber,,Local,1,Capitais,99,2016-04-27,,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,Brasília,Brasília,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,CE,Fortaleza,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,MG,Belo Horizonte,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,PE,PE,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,PR,Curitiba,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,RJ,Rio de Janeiro,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,RS,Porto Alegre,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,SC,Florianópolis,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_1,20160428TERR01,2016-04-28,SP,São Paulo,Sem Teto,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,8,Estados,99,2016-04-28,Movimento dos Trabalhadores Sem Teto,,,Bloqueio de Estradas/Piquete,NM,Sim,NM,NM,NM,NM,NM
20160429FSPA08_2,20160428IDEN02,2016-04-28,PR,PR,Estudante,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,3,Estados,99,2016-04-28,União Nacional dos Estudantes,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160429FSPA08_2,20160428IDEN02,2016-04-28,RS,RS,Estudante,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,3,Estados,99,2016-04-28,União Nacional dos Estudantes,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
20160429FSPA08_2,20160428IDEN02,2016-04-28,SP,SP,Estudante,,Gov. Federal,,Contra_impeachment_presidente_Dilma,,Local,3,Estados,99,2016-04-28,União Nacional dos Estudantes,,,Passeata/Marcha/Ato,NM,NM,NM,NM,NM,NM,NM
